tree_code,area_b,area_s,area_u,eccentricity_b,eccentricity_s,eccentricity_u,ellipse_aspect_ratio_b,ellipse_aspect_ratio_s,ellipse_aspect_ratio_u,ellipse_center_0_b,ellipse_center_0_s,ellipse_center_0_u,ellipse_center_1_b,ellipse_center_1_s,ellipse_center_1_u,hu_moment_0_b,hu_moment_0_s,hu_moment_0_u,hu_moment_1_b,hu_moment_1_s,hu_moment_1_u,hu_moment_2_b,hu_moment_2_s,hu_moment_2_u,hu_moment_3_b,hu_moment_3_s,hu_moment_3_u,hu_moment_4_b,hu_moment_4_s,hu_moment_4_u,hu_moment_5_b,hu_moment_5_s,hu_moment_5_u,hu_moment_6_b,hu_moment_6_s,hu_moment_6_u,kurtMaj_b,kurtMaj_s,kurtMaj_u,kurtMin_b,kurtMin_s,kurtMin_u,lenMaj_b,lenMaj_s,lenMaj_u,lenMin_b,lenMin_s,lenMin_u,major_axis_b,major_axis_s,major_axis_u,max_ax_length_b,max_ax_length_s,max_ax_length_u,minor_axis_b,minor_axis_s,minor_axis_u,perimeter_b,perimeter_s,perimeter_u,skewMaj_b,skewMaj_s,skewMaj_u,skewMin_b,skewMin_s,skewMin_u,varMaj_b,varMaj_s,varMaj_u,varMin_b,varMin_s,varMin_u,Leaf.sequenced,Nut.sequenced,Nut.presence.in.our.lab,Year,Nuts.sampled.by.Ferrero,Leaves.sampled.by.Ferrero,Garden.number,Plant.number,Duplicates.and.low.quality,Nut.weight,Nut.roundness.index,Shell.thickness.A,Kernel.roundness.index,Leaf.out.2015,Leaf.out.2016,Number.of.suckers,Vigor,Habit,Involucre.length.nut.length,Nut.cluster,Nut.shape,Nut.cross.section,Nut.shape.apex,Nut.apex.prominence,Size.pistil.scar,Nut.color,Size.basal.scar,Curvature.basal.scar,Nut.stripes,Shell.thickness.B.categories,Kernel.blanching.categories,Paste.protein.percentage,Paste.sugar.percentage,Paste.fat.percentage,Hexanal_D,Heptanal_M,Heptanal_D,Octanal_M,Octanal_D,Nonanal_M,Heptenal_2_M,Heptenal_2_D,Octenal_2_M,Filbertone_M,Filbertone_D,Benzaldehyde_M,furan_2_acetyl_M,phenylacetaldehyde_M,pyr2M_D,pyr25DM_M,pyr25DM_D,pyr2E_M,pyr26DM_M,pyr2E36DM_M,pyr235TRI_M,pyr2E6M_M,pyr2E5M_M,Pentanol_D,Pentanol_T,Hexanol_M,Hexanol_D,Heptanol_M,Octanol_M,Nut.average.size,Nut.perimeter,Nut.maximum.caliber,Nut.minimum.caliber,Nut.circularity
IT_TR10,108344.75,154006.875,102265.0,0.5355309338464856,0.7435409549030294,0.4201647693705643,1.1947644026910829,1.497731648213038,1.106650982080446,660.4761810302734,1224.878890991211,1800.0427856445312,341.11268615722656,876.2158508300781,328.29335021972656,0.162624859802046,0.17357190451540208,0.160123868456383,0.00093587994124175,0.004411445675404,0.00028349625765,4.375257237267982e-05,0.00011296976135493562,5.589291100103042e-06,4.998857718656442e-07,5.861250085910454e-06,2.221348402564165e-08,1.3336817043829304e-12,2.5031256184294074e-10,1.1392211527337934e-14,6.0109700454122135e-09,3.736568018035018e-07,3.7607570869177444e-10,2.2153408541597203e-12,2.7830064229273373e-11,6.347666802729796e-15,-0.9942134188304925,-0.9901053276305949,-0.9906274184422674,-0.9964818193897214,-1.0061047028567838,-0.9914605912576069,407.66106572804,551.7043965358438,381.71449066856997,343.5825964776039,361.06993204289586,345.86685065657775,406.84051513671875,543.9156265258789,379.54296875000006,395.4470289216453,552.2522483571825,346.22191252895846,340.84515380859375,363.51976776123047,343.15728759765625,1251.0615690350533,1722.0299071371555,1209.1118206381798,-0.03804515613394125,0.09539573728761885,-0.0178490691385308,-0.0584272780315597,-0.01967163354294405,0.0028803066979130503,10422.34302467293,18515.77836929019,9048.234622244028,7285.978557459997,8329.308364957582,7408.788088266369,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,2.33,0.61,,,6.0,7.0,3.0,7.0,3.0,7.0,2.0,5.0,,,,,2.0,,,,3.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191.22,65.76,21.497,11.832,0.55567335
IT_TR11,123707.75,117360.625,132115.25,0.5353043546223896,0.4324061035911569,0.5993320333462788,1.1842516797884477,1.123650684459422,1.249386896695594,1868.0422973632812,1357.8779754638672,796.7569885253906,258.54229736328125,736.8693084716797,299.04925537109375,0.1622323694094042,0.16083709133940252,0.1634890440920802,0.0007434222356182,0.0004260992775312384,0.00129922335884985,6.685659115838913e-05,1.564593448313649e-05,1.5770364136262362e-05,4.15194345521205e-07,3.9140740688444546e-08,1.9853377194763903e-07,2.1731684263963067e-12,-1.4703221809843075e-14,1.421980486600805e-13,8.564711900295608e-09,-6.738718737702011e-10,2.6663225805916888e-09,-1.6716507574144085e-12,-2.448175442645888e-14,2.4430967667929535e-13,-1.0143609409551064,-1.0130865389930732,-1.0168847612407852,-1.011351280425074,-1.0116870465180072,-1.0114970513609793,432.49407140393225,406.50593202097934,455.5739447454099,365.9860574686508,371.3189246271111,370.4067076834988,431.923583984375,410.7981185913086,457.69749450683594,422.9960174553687,400.68662328316947,444.8389675592422,364.9036560058594,365.87803649902344,366.0731201171875,1371.0859525203705,1310.9775668382645,1657.4189938902855,0.07769864179894055,0.002934517614818225,-0.004347572922559301,-0.009485870809402849,-0.026150973165409645,-0.02520944523424455,11772.1557796013,10545.572842225829,13276.484234755892,8392.012073931446,8426.859714311155,8447.538699525663,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,2.68,1.03,,,5.0,4.0,7.0,5.0,5.0,7.0,3.0,1.0,,,,,2.0,,,,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.728,49.667,14.454,12.367,0.701610772
IT_TR12,133594.0,131510.25,118036.0,0.6001757601718104,0.41764513739141335,0.6267987098951028,1.2503814164531168,1.1084491309561009,1.289541287358118,761.1371154785156,1275.0215454101562,1945.2557373046875,254.979736328125,916.8563385009766,274.2523498535156,0.1634657243503545,0.16057892202806373,0.16483624228786214,0.001309271109,0.0003318472302985991,0.0017874753193974,1.5135129422211317e-05,1.3750432812228942e-05,8.037042688863715e-06,2.3458883591005902e-07,7.645345837438837e-08,8.910857917661716e-08,7.580889088437291e-13,-1.8370855441387097e-14,4.2272571593159705e-15,6.930323441969248e-09,-3.4280957646951867e-10,4.503188485316935e-10,1.745096377990524e-13,8.391154674935727e-14,-2.6884357423009955e-14,-0.9914125901243054,-0.9979006907471215,-0.9822329232563084,-0.9878959983397417,-0.9941547384750278,-0.9797380998040597,463.62088890968164,432.52266846883936,445.42118983666876,372.06567605414364,394.5141075281981,345.14307984971407,461.42811584472656,431.3225402832031,439.6982727050781,456.43960730143715,422.5185093114322,397.1666963919289,368.9898376464844,389.06978607177734,342.1129150390625,1393.4793516397476,1406.7991566359997,1315.851933658123,0.02264370918002845,-0.0133526225301502,0.013399073958158751,0.01504229654587195,-0.0162027113101738,-0.0151957940497709,13388.520828032528,11736.421552877055,12174.913464468831,8545.449564980885,9481.52385495638,7348.563243888695,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,3.5,0.92,,,4.0,4.0,9.0,7.0,3.0,5.0,3.0,2.0,,,,,3.0,,,,7.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182.966,57.019,16.384,14.748,0.707198067
IT_TR13,98151.25,150455.0,86150.0,0.49243327040834334,0.7766934464893545,0.5237657957830131,1.153510498427213,1.59133102413528,1.1744731129707295,1004.6645812988281,1585.4543151855469,2207.9003295898438,346.9372100830078,881.3479461669922,373.32769775390625,0.1611536277224807,0.17721247158128714,0.16140894909768305,0.00055062057174645,0.00557778848903905,0.0006747968843812001,1.4934543816507198e-05,0.0001741034043261507,7.599889248975782e-06,7.36215973118815e-08,1.4753863422239526e-05,4.4794977355084895e-08,5.6567825982181985e-14,1.4474525543100124e-09,5.1627116504265366e-14,1.1251243903795147e-09,1.073468795899532e-06,1.2429712509438754e-09,9.763556654812232e-14,-3.706327187421516e-10,3.793745274571851e-15,-1.022317089757563,-0.9816701407799618,-1.0156586907448923,-1.0214375392582893,-0.982209554031127,-1.0159759702867581,377.77952887194976,555.5376921938255,359.0965708530092,326.78483539590854,356.42907234610976,305.2643201398395,380.24159240722656,555.3084259033203,359.0409851074219,359.85555801074497,556.0271974054989,330.6152740671371,329.6808776855469,348.9137954711914,305.6044006347656,1194.1915121674538,1587.2905333638191,1155.4427735209465,-0.03376628774063855,0.11302837701422035,0.02024757550877405,0.0029499431789437505,0.030522679431074298,-0.0004940861057166502,9075.597889373668,19022.487192516637,8116.637756683442,6825.181555944058,7759.854963586375,5869.057981138029,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,3.2,0.67,,,6.0,7.0,4.0,5.0,7.0,7.0,2.0,1.0,,,,,2.0,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.978,57.433,20.555,11.128,0.658988341
IT_TR14,120177.5,138417.5,116326.5,0.5655222652592391,0.43755438429632687,0.5950796725623202,1.2145858090794797,1.1587322861151006,1.2449933226639427,780.1882934570312,1322.9221801757812,1849.0426635742188,930.0279846191406,258.7447929382324,931.2330017089844,0.16276007736259254,0.1625221579860667,0.16379345055930064,0.0009856077904886,0.0007952730922806728,0.0013853385038615999,4.80505888219153e-05,3.099107746406226e-05,2.1600423549919085e-05,3.4947026281621436e-07,1.8683337382692925e-07,2.6286821738412924e-07,1.3856353825328167e-12,-3.308503463356e-13,-5.143288279704039e-13,8.802614588116977e-09,-5.669394528855035e-09,-7.817987162197006e-09,-8.260435046632152e-13,1.1048940541312596e-13,-4.39088715521529e-13,-1.0103970179264437,-1.0492126849989436,-1.0204693764713149,-1.0045860278420826,-1.0381380589942875,-1.015268992008412,431.2572121503699,443.29245546621155,431.14525049092435,355.6232062165581,388.84501672883937,338.9049262592075,432.2501678466797,454.99195098876953,431.0253143310547,406.0328225671952,444.5030832652956,405.1493978612625,355.70851135253906,392.6466751098633,346.4854278564453,1319.9818791747093,1477.5148849487305,1302.8813734650612,-0.0219421594284343,0.006115740306410076,-0.00698599475428365,0.0191944356924444,-0.03663634809483745,0.005614413810773402,11709.602783602368,12979.147055332705,11716.28035927283,7945.363507695309,9651.46929674334,7418.4894751360325,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,3.4,1.02,,,5.0,5.0,7.0,5.0,5.0,7.0,3.0,1.0,,,,,2.0,,,,5.0,3.0,14.62,3.25,69.07,2.510529,0.8032717,0.23133736,0.2642984,0.05188305,0.4632851,0.3033632,0.056155771,,0.9003235,0.7831288,0.2685711,0.095831045,,0.7989989,1.2171152,0.32472685,0.21790881,0.132454375,,0.128792,0.2209608,,1.1719465,0.07202588,0.4522981,0.05188305,0.08545443,,151.845,49.155,15.065,13.347,0.789723313
IT_TR15,67298.5,77072.0,67388.0,0.5895030850162535,0.41260446388010574,0.5947395389433456,1.2477470355605655,1.1199938971791588,1.24686275335966,1890.1502075195312,1369.3013763427734,799.8648681640625,339.53089904785156,747.1028442382812,347.78338623046875,0.1635658531747824,0.16144382903686216,0.16360626098319486,0.00136636613717425,0.0003951286358161175,0.0013019096439901,1.605912686602069e-05,9.322003060827761e-05,3.8996589071054364e-05,2.0785003380098878e-07,6.459657200107254e-07,5.572469089672128e-07,-3.0036624602620083e-13,7.507178347097964e-12,2.9776671550258667e-12,-5.134760695691266e-09,1.8110565914257756e-08,1.664727616982611e-08,4.78109479822236e-13,-1.926207502998433e-12,-1.949607386116173e-12,-0.9862315765905346,-0.9698590526446051,-1.0111704017771754,-0.9855382105008028,-0.9742884454355378,-1.0114090750207771,330.60060184312783,337.63462677788385,326.5867624703433,264.10713377296975,300.04808412863315,262.1128767542195,327.0125427246094,331.0978012084961,327.40513610839844,302.6772463645802,337.6864158291935,316.5204932028838,263.03690338134766,298.0018997192383,262.1403198242187,982.2173784971237,1056.2148531377316,1000.8447954058647,0.01961645337839615,-0.08136766225428971,-0.055873855577331946,0.03484211698705725,-0.012349557476032402,0.02949739477780175,6716.2454524799405,6836.608590400759,6782.2896142806585,4347.3771415716465,5660.588424923827,4322.198668715626,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,1.85,0.83,,,5.0,5.0,7.0,5.0,7.0,7.0,3.0,2.0,,,,,3.0,,,,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.374,48.559,13.699,11.232,0.598875071
IT_TR16,131079.25,128327.0,145925.0,0.5837449981945284,0.40482373871992644,0.5237716087736609,1.232278615311079,1.0990298565205525,1.1781585167422066,2210.306884765625,1597.4443054199219,1023.8473510742188,395.49291992187506,924.6959381103516,392.90037536621094,0.16301837881621578,0.16088085160017948,0.161846476858824,0.0011327079855107001,0.000311372956915825,0.0007899653226515,2.6009409836099365e-05,5.326745713306818e-05,1.2724009772863117e-05,2.596359902836402e-07,1.0824992461306466e-07,9.291448829657888e-08,-1.0398639030615921e-13,3.692843729647238e-14,-1.2502442722125895e-13,1.2947425729330882e-11,-4.954848099052401e-10,-2.5679889389940046e-09,-1.1330637983955838e-12,-8.985344750193116e-14,-1.7209379388302696e-14,-1.0086227877609613,-1.0089695058978343,-1.011215096698823,-1.00703937456636,-0.9947135864379958,-1.0068262486411883,455.43047858555303,424.6897716103841,469.745294935703,369.31388496262446,394.80133067085364,394.4619515473246,453.5991516113281,425.6553955078125,468.44395446777344,437.30610380928465,410.0934870482221,446.5578470846878,368.31239318847656,387.6895446777344,396.98228454589844,1378.4585362672806,1374.6656443178654,1441.7930596470833,-0.0343270009713413,0.03226350909458282,-0.01135029016774565,0.0241347869993077,-0.0565396887622448,-0.0339000588468186,12933.834421742733,11452.293765799044,13926.046811925477,8527.645502976495,9288.026004469888,9808.594996413794,1.0,1.0,1.0,2022.0,1.0,1.0,,,0.0,3.2,0.97,,,2.0,2.0,9.0,7.0,3.0,7.0,3.0,1.0,,,,,2.0,,,,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,212.185,66.503,18.43,15.373,0.602895537
IT_TR17,110918.5,130785.0,102347.75,0.6854746714249084,0.5006230777871399,0.6980107530663815,1.376298722472515,1.1642388005585937,1.3964819367490908,1785.9431762695312,1242.4112167358398,703.7813568115234,335.01622009277344,893.9866027832031,346.7354431152344,0.16827124348500538,0.16208615004681154,0.1685803712708281,0.00284743557775315,0.0005678898181796751,0.0030302634959205,3.6484220452647814e-05,0.00010033901736108723,1.3425479190627546e-05,7.917895548289616e-07,9.38434317136764e-07,4.022090625784718e-07,-2.444192716123719e-12,1.7962333203402308e-11,7.095034885528031e-13,-2.777333540813338e-08,2.6057057701245075e-08,6.611040131100652e-09,-2.8743035028066335e-12,3.202236724754416e-12,-1.7067375061264831e-12,-1.0051576045827275,-0.9914594969701848,-1.0092995983604873,-1.0038540232282511,-0.9841045466852951,-1.0078512168715625,443.9726218555245,444.21974829258227,428.73414035854285,320.8592793076549,388.19190494792076,303.20467611735154,441.98272705078125,439.9868698120117,426.28466796875,432.43926607551873,441.6546625615162,415.0790372143641,321.19773864746094,379.7625732421875,305.2247009277344,1285.768674314022,1427.6925546228886,1232.0910071730614,-0.01308565972958925,0.04765365399852192,-0.01806147958986605,-0.00718379371331395,-0.0016283642907459006,0.0165210243091885,12335.213842348503,12082.464382522092,11491.260556201003,6419.630226576286,9184.839846996181,5844.183683038378,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,2.85,0.95,,,6.0,6.0,7.0,7.0,5.0,3.0,2.0,1.0,,,,,3.0,,,,7.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161.916,51.288,15.509,13.477,0.773513865
IT_TR19,180945.25,151151.75,154897.5,0.47768399571182735,0.5971754409564155,0.542283692486584,1.1395466617803776,1.2490784742956969,1.1906748570008636,972.1161499023438,1598.6517791748047,2209.58056640625,395.494140625,921.1589813232422,372.9524688720703,0.16092564074638827,0.16358039517896544,0.16185220765343244,0.00046264164109335003,0.0012153158851967,0.00080039036113185,2.275681915464901e-05,4.424223212894485e-05,9.850903191446669e-06,5.627628750803123e-08,3.682733190326504e-07,5.1996268920150906e-08,-3.27094790423341e-14,9.047630277635695e-13,-1.6789535820967805e-14,-4.2519680299477096e-10,1.8382074282911366e-09,-8.688928327031018e-10,8.771504885861625e-14,-1.581446351117113e-13,7.918918910968962e-15,-0.9954786081778131,-1.0013053888445431,-0.979094598750474,-0.9978320511610654,-0.9887189200298391,-0.9768118587733576,520.4255470496695,488.9361905859492,491.67364290988223,451.86228316065956,403.9770225682651,414.62960747501916,513.2061462402344,490.19386291503906,485.14520263671875,472.7011527726705,444.15184555327835,424.74264123864293,450.2238311767578,392.83292388916016,407.3987731933594,1608.365172803402,1641.2829555273056,1495.4742993116379,0.015918311038282,-0.024975427241322977,0.01024573493719605,0.0389024831453853,0.0563714725731333,-0.0035655402330114494,16561.91571087553,15019.581948892843,14782.197246871829,12666.565044525869,9807.6761220291,10390.221621950892,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,2.6,1.15,,,4.0,2.0,7.0,7.0,9.0,7.0,5.0,1.0,,,,,2.0,,,,3.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,192.76,63.656,17.016,14.944,0.597789237
IT_TR2,78807.75,89243.0,78378.5,0.6025406693710916,0.5754588856145726,0.5780888539467959,1.2530752630274837,1.2361021616276755,1.227303412069049,776.4329833984375,1345.2918395996094,1857.09716796875,344.51625061035156,809.0859527587891,335.27264404296875,0.1635010129032502,0.16444265095616806,0.1628167287641052,0.0013451552689534001,0.001310702193070025,0.00111466471586505,1.35354742312872e-05,0.00010998606035440549,8.939018237753124e-06,1.6587755603049668e-07,3.7468622030246777e-06,9.112591772390258e-08,-3.4077376133076533e-13,1.472034373631485e-10,-6.152227942635795e-14,-4.883523531887732e-09,1.7005087993119258e-07,-1.872628222676388e-09,-1.8037424319263165e-13,-1.479763252471587e-11,9.354795176571037e-15,-1.0090571366166596,-0.9328820970965478,-1.0188532617799413,-1.0091897201305575,-0.9468415035879036,-1.01770055054674,354.3730307441514,393.7704113306823,350.02516009792384,282.6081031541704,310.7788585108298,283.0388905323557,355.10874938964844,376.5269012451172,351.1127471923828,351.11613801464546,394.3679668931806,340.40136427908817,283.42576599121094,305.3051300048828,286.3437957763672,1068.5813401937485,1153.9757820367813,1061.1168732643127,0.010140131380884999,-0.10052546692619704,0.0111088612958499,-0.0314003110548815,-0.01719584706602385,0.02777549463548965,7923.982117105696,8908.222179583467,7701.410487609572,5032.69173671512,5842.672990773565,5128.449150852725,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,2.4,0.76,,,5.0,6.0,6.0,5.0,5.0,7.0,1.0,3.0,,,,,2.0,,,,5.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.06,51.211,16.527,11.395,0.690282338
IT_TR20,86757.25,89439.625,84614.75,0.625973563954479,0.39401427361041996,0.5121529141304256,1.2985582449108712,1.0915528225992985,1.1677803236932334,686.5634918212891,1241.7145156860352,1757.4490356445312,354.46812438964844,885.6634826660156,352.7248992919922,0.1652209985330147,0.1606595807802114,0.16201452217780704,0.00192921018579975,0.000168755483766975,0.0006908363382575,8.0096701206011e-06,5.289571931363965e-05,6.359350071867542e-05,8.53065532739098e-08,2.5178283611525785e-07,3.4023425432630324e-07,-3.889094941184953e-14,1.7886688389973365e-12,5.853522715149501e-13,-1.2210652105422725e-09,2.7139441569971038e-09,1.2803737758343725e-09,-2.6087558970789604e-14,1.0534290726641376e-12,1.5825705593703633e-12,-1.0032725593544745,-0.959251315340178,-0.9998351577047861,-1.001387715890656,-0.9760231930293689,-0.9934019616224934,376.39534415616686,368.1374583257673,358.9940198407485,295.0032401103344,330.2171951471126,306.94745074960514,376.7270050048828,353.94173431396484,356.4610900878906,348.1128039627346,368.3538851878387,342.90742801011436,292.5759582519531,324.50779724121094,305.3909454345703,1121.836172759533,1164.4359368085861,1104.3214545845985,-0.0032120535842498003,-0.04159767090052208,0.03676771883631065,-0.011889968338360899,0.03495307025036215,-0.016338132175861098,8919.630191739603,7790.140598071515,7988.830587129698,5447.211290243769,6656.724559293796,5794.944037207847,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,,,,,5.0,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133.485,52.721,14.303,12.404,0.603496911
IT_TR22,81030.0,107520.375,120655.25,0.7076624146407977,0.40772373484141994,0.6430172443345501,1.4153790852553962,1.1061886418498774,1.3060390313207644,938.6341247558594,1543.8267517089844,2157.9447631835938,389.8111267089844,943.59765625,396.713623046875,0.1692827264685659,0.16089695610328755,0.16523279243207628,0.0032527710500919503,0.0003227393475440561,0.0018465664496751,7.442593100249233e-06,5.1974791840871024e-05,3.567444584745355e-05,2.5856797933650903e-07,2.179483378347691e-07,8.402318955676676e-07,4.089810457456697e-13,5.031638818186121e-13,7.554256355501259e-12,1.1272839756717109e-08,3.7790434858029446e-11,3.616724931886775e-08,2.964763705611224e-13,2.9931656003874157e-13,4.674702539749734e-13,-1.0295291092195518,-1.010801620697639,-1.0007908142901107,-1.0241126220750676,-1.0069166541672487,-0.9973880806010476,376.12067300100534,389.6591252145104,450.3662818614056,264.88333851614874,354.94504720950886,346.1843897570549,379.0321502685547,389.6106414794922,448.0613708496094,369.7324206983756,386.7090265118808,423.99869951834853,267.62904357910156,352.3775634765625,343.1540985107422,1097.6021546721458,1262.9212181568146,1360.458536863327,-0.023966255322450898,-0.040194341692359775,0.055170932030497104,-0.00930592411051045,0.0184746724693255,0.0032381991998810004,9208.315173839694,9590.912636047584,12600.753754173991,4580.770013885941,7791.197707155478,7423.54225304495,1.0,0.0,0.0,2022.0,1.0,1.0,,,0.0,2.7,0.96,,,4.0,4.0,7.0,7.0,5.0,5.0,3.0,1.0,,,,,2.0,,,,7.0,3.0,15.4,2.69,68.62,2.588049,0.8417261,0.24842824,0.3418177,0.060428493,0.5908563,0.3228957,0.051272661,,0.8167002,0.5768174,0.2325581,0.084233655,,0.7172068,1.1670634,0.27955808,0.19776598,0.101934935,,0.1202466,0.2020387,,1.2604529,0.086675212,0.3753891,,0.0762986,,,,,,
IT_TR23,83287.5,118557.25,88211.75,0.679922217855626,0.6101147685961903,0.6269328885761196,1.3654307164889161,1.2788365626466052,1.2842451555217973,775.1110687255859,1329.934555053711,1879.28076171875,321.1781921386719,816.9213409423828,310.8572998046875,0.1670880065396175,0.16452671589381057,0.16481260036554235,0.0025064031797689,0.0015675796374284,0.0017510857983365,2.4793660892725977e-05,2.9381886464277802e-05,1.8412463186653413e-05,7.205592193831517e-07,7.071430206610105e-07,2.9805999005893303e-07,3.707314964012298e-12,5.472580103346446e-12,-7.512492900662911e-13,1.9582408264418325e-08,2.9038222512230304e-08,-1.0809286418963537e-08,4.151658398158602e-12,-1.6223625714430206e-12,1.8933696531031972e-13,-1.0005180049297264,-1.0214567219812942,-1.0170265314020708,-1.0004248582561075,-1.0285523121039226,-1.0128463049211902,382.2503950216095,437.2272248689152,380.7150485761566,279.45915639514965,341.54071888659007,293.1212761933831,380.9697570800781,439.2741394042969,380.86683654785156,381.23828088298944,438.887929257245,374.46424243143923,279.2973937988281,346.21582794189453,296.6507263183594,1121.1706968545914,1327.7894898355007,1133.9366781711578,0.03133889093239785,-0.04779038624645712,-0.0023173033527136497,0.012839942211843702,-0.0053439947872005,0.04070029787215005,9064.777633529551,11928.551812002555,9148.094265369064,4919.350592202925,7622.220597738538,5465.402160903708,1.0,1.0,1.0,2022.0,1.0,1.0,,,0.0,2.6,0.76,,,1.0,1.0,7.0,7.0,5.0,7.0,3.0,4.0,,,,,2.0,,,,5.0,5.0,14.27,3.37,69.85,2.33962,0.8044925,0.20814258,0.2881035,0.047610328,0.5249344,0.2545321,,,1.0809985,0.7178172,0.3058048,0.060428493,,0.6464017,1.3166086,0.3216749,0.17029848,0.126350485,,0.1263505,0.1782335,,1.2512971,0.08789599,0.3174022,,0.07202588,,150.249,56.672,17.069,11.236,0.587874165
IT_TR24,124900.5,125604.5,136575.0,0.6388489533330315,0.37752172208248325,0.6356544167598481,1.3002493594539883,1.0894996398463137,1.297309903897355,795.9947814941406,1330.7672119140625,1878.441650390625,242.52962493896484,879.5484771728516,271.4284362792969,0.1655544049897938,0.16089558513685195,0.16481898884742163,0.0018616744200322002,0.0002995630682293054,0.0017499672766762501,5.5529532952066535e-05,4.3185245691055846e-05,1.0525544280562118e-05,8.330831156323433e-07,1.1355683101822905e-07,2.41975993846909e-07,3.7600657283591394e-13,-1.3657172241885598e-13,6.085159719052806e-13,1.0810652053194604e-09,-2.087704786903754e-09,9.26910414180941e-09,-3.375943455993547e-12,1.3896153110477505e-13,-2.722117407121666e-13,-0.9905208205386431,-1.0015742135113497,-1.0071607451459812,-0.9870791676708919,-0.9911845505698362,-1.0051120625222314,461.90604417613906,419.21180403973096,474.9954536723109,353.3713718588398,391.1228959998548,367.6396361085798,456.51255798339844,419.1889953613281,474.9185791015625,441.4047862532433,413.7394205671595,415.02390484574295,351.0885314941406,383.8813781738281,365.81932067871094,1356.6509252786636,1360.1214870512486,1449.0062611699104,0.0461368657574486,-0.041596220442969026,0.029451287226863,-0.04904613163655485,-0.03821009139437907,-0.009981677954709549,13081.566857804508,11173.674967065926,14179.992120980834,7688.868288999685,9136.194285305393,8439.573830715555,1.0,0.0,1.0,2022.0,1.0,1.0,,,0.0,,,,,5.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.372,50.062,16.076,12.015,0.718882342
IT_TR25,126180.25,129832.625,111897.0,0.6757777150278546,0.42926335481531436,0.5540515770991553,1.3847934567456053,1.1318228033109659,1.2040622986202068,780.3350067138672,1338.8872375488281,1866.9826049804688,268.0116882324219,763.781982421875,324.79026794433594,0.1691536150727848,0.1615031768924431,0.1628582880899413,0.0032244591677422,0.0005545203396097357,0.00096312865718365,1.2674275557143907e-05,2.1191295211730327e-05,5.935060449529144e-05,4.857398025873121e-07,2.371666598844354e-07,8.338416011190489e-07,6.062940422412217e-14,-1.1397959283857566e-12,5.7485189985424755e-12,-6.0053281739270084e-09,-6.652210699834988e-09,2.2283737673388194e-08,-2.1224660718637565e-12,-3.806247208581227e-13,-2.5458152685433632e-12,-1.017234478221261,-1.0306645163724513,-0.987414602761149,-1.0150211960413364,-1.0265220205969086,-0.9888260091218245,473.988498210555,429.61572820406366,420.2024882810797,341.1973928174416,381.6150036222616,348.3655060428829,473.4042663574219,434.58106231689453,416.03150939941406,465.8127891891652,430.39307540625816,383.370302048706,342.0533447265625,384.7068634033203,345.7058410644531,1404.5712352395058,1410.5902653932571,1378.805252969265,-0.01136419541608755,0.00489707196807625,-0.0767928569037845,0.0304328773538411,0.0040936220629401495,0.0323342048499461,14246.183592839969,11857.225004596816,10871.419567783914,7254.385571567959,9211.019399807927,7441.102225090245,1.0,1.0,1.0,2022.0,1.0,1.0,,,0.0,,,,,5.0,3.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.812,48.021,14.425,12.336,0.745541214
